시설명,카테고리,시도 명칭,위도,경도,전화번호,홈페이지,휴무일,운영시간,장애인용 출입문,장애인 화장실 유무,장애인 전용 주차장 여부,시각장애인 안내견 동반 가능 여부,점자 가이드 여부
갈산도예전시장,전시/공연,경기도,37.31984595,127.650144,,정보없음,정보없음,정보없음,N,N,N,N,N
갈색마을녹색농촌체험장,문화관광/명소,경상남도,35.36206081,127.987635,,정보없음,정보없음,정보없음,N,N,N,N,N
갈음이해수욕장,문화관광/명소,충청남도,36.67870342,126.156894,041-675-1363,정보없음,정보없음,정보없음,Y,N,N,N,N
갈전운동장,레저/체육/공원,경상남도,35.36682537,128.680561,055-212-5317,정보없음,정보없음,정보없음,N,N,N,N,N
갈천리마을관리휴양지,문화관광/명소,강원도,37.90904883,128.502883,033-670-2176,정보없음,정보없음,정보없음,N,N,N,Y,N
갈현성,문화관광/명소,대전광역시,36.33446868,127.469319,,정보없음,정보없음,정보없음,N,N,N,Y,N
갈현체육공원,레저/체육/공원,인천광역시,37.57738695,126.730468,032-450-5921,www.gyeyang.go.kr/open_content/main/part/park/playground_galhyeon01.jsp,공휴일,정보없음,Y,Y,Y,Y,Y
감곡CC,레저/체육/공원,충청북도,37.12486857,127.696716,043-882-1600,www.gamgokcc.com/,정보없음,정보없음,Y,N,Y,N,Y
감골시민홀감골운동장,레저/체육/공원,경기도,37.29336791,126.855365,031-417-5013,www.ansanuc.net/home/10004/40002/contents.do,정보없음,정보없음,Y,Y,Y,Y,Y
감리교신학대학교역사박물관,전시/공연,서울특별시,37.56791676,126.961892,02-361-9226,www.mtu.ac.kr/kor/CMS/CampusMgr/list.do?mCode=MN131,연중무휴,07:00-19:00,N,N,N,Y,N
감만창의문화촌,전시/공연,부산광역시,35.11844574,129.081328,051-745-7246,https://url.kr/ge1vyr,"매주 토요일, 일요일, 공휴일",09:00-18:00,Y,Y,Y,Y,Y
감성갱도2020,전시/공연,울산광역시,35.6340577,129.351888,052-296-2020,gsgd2020.modoo.at/,"매주 일요일, 월요일, 공휴일",10:00-19:00/토10-16,Y,N,N,Y,N
감악산유원지,문화관광/명소,경기도,37.93841476,126.947316,,정보없음,정보없음,정보없음,N,N,N,Y,N
감자꽃스튜디오,전시/공연,강원도,37.36879404,128.438822,033-332-5337,potatoflower.modoo.at/,정보없음,정보없음,Y,N,N,N,N
감자바위유원지,문화관광/명소,강원도,38.08001697,127.468809,033-442-1211,정보없음,정보없음,정보없음,N,N,N,N,N
감지해변,문화관광/명소,부산광역시,35.07774842,129.071639,051-419-4064,정보없음,정보없음,정보없음,N,N,N,N,N
감천계곡유원지,문화관광/명소,경상남도,35.19772853,128.507585,,정보없음,정보없음,정보없음,N,N,N,N,N
감천문화마을작은박물관,전시/공연,부산광역시,35.09797021,129.010432,051-204-1444,www.gamcheon.or.kr/,정보없음,정보없음,N,N,N,Y,N
감추해수욕장,문화관광/명소,강원도,37.50564985,129.118374,033-530-2234,www.gangwon.to/gwtour/gangwondo_trip/tourist_spot?control=AW0021_T&tourCode=TOSIGK00,연중무휴,상시개방,N,N,Y,Y,N
감포깍지길5코스,문화관광/명소,경상북도,35.81175632,129.47019,,정보없음,정보없음,정보없음,N,N,N,N,N
감포축구장,레저/체육/공원,경상북도,35.80215076,129.492552,054-779-8004,https://url.kr/psq36w,정보없음,정보없음,N,N,Y,Y,N
갑을골권역영동조합법인체험마을,문화관광/명소,경상남도,35.38182423,128.230451,055-572-9977,gapeulgol.modoo.at/,정보없음,정보없음,Y,N,N,Y,N
갑재민속전시관,전시/공연,전라남도,34.65203482,127.312557,,buncheong.goheung.go.kr/exhibit/gapjaeFolkExhibit.do,정보없음,정보없음,N,N,N,N,N
갑진모래해변,문화관광/명소,인천광역시,37.25636075,126.310961,,정보없음,연중무휴,00:00-24:00,N,N,N,Y,N
갑천야구장,레저/체육/공원,대전광역시,36.4420111,127.390258,,www.gameone.kr/league/?lig_idx=469,연중무휴,예약제,N,N,N,Y,N
갓바위관광지,문화관광/명소,대구광역시,35.97076609,128.728047,,정보없음,정보없음,정보없음,N,N,N,N,N
갓바위워터파크,레저/체육/공원,경상북도,35.96219925,128.769153,053-852-8800,정보없음,정보없음,07:00-21:00,N,N,N,N,N
갓전시관,전시/공연,제주특별자치도,33.43721075,126.670694,064-782-8778,https://url.kr/b7ymxr,"매주 일요일, 월요일, 공휴일","평일 : 10:00-17:00 , 주말 : 10:00-17:00",Y,Y,Y,Y,N
강감찬전시관,전시/공연,서울특별시,37.47197208,126.959371,02-879-5618,https://url.kr/o5sz1c,"매주 월요일, 공휴일",화-일 10:00-18:00 (동절기 1-2월 10:00-17:00),Y,Y,Y,Y,N
강강수월래전수관,전시/공연,전라남도,34.57264891,126.310144,061-533-8810,ggsr.kr/,정보없음,정보없음,N,N,N,N,N
강경덕유정,전시/공연,충청남도,36.1644729,127.018561,,정보없음,정보없음,정보없음,N,N,N,N,N
강경역사문화원,전시/공연,충청남도,36.16210518,127.015121,041-745-3444,정보없음,"매주 월요일, 공휴일",정보없음,N,N,N,N,N
강경젓갈전시관,전시/공연,충청남도,36.15755625,127.009806,041-746-5946,www.nonsan.go.kr/ggfestival/,정보없음,정보없음,Y,N,N,N,N
강구대게축구장,레저/체육/공원,경상북도,36.36298776,129.389958,054-730-7191,www.culture.go.kr/space/athleticsView.do?seq=5975,매주 월요일,정보없음,N,Y,Y,N,N
강남300CC,레저/체육/공원,경기도,37.3869502,127.182382,031-719-0300,www.kn300.com/,정보없음,정보없음,Y,N,Y,N,N
강남씨어터,전시/공연,서울특별시,37.49537321,127.033284,02-6712-0535,www.gfac.kr/,정보없음,정보없음,Y,Y,Y,Y,Y
강남아트홀,전시/공연,서울특별시,37.50010872,127.024865,070-8129-7420,cafe.daum.net/gangnamarthall,정보없음,정보없음,N,N,N,N,N
강남축구공원제1축구장,레저/체육/공원,강원도,37.74174928,128.906248,033-640-4552,www.gn.go.kr/gaf/sub02_03_01.do,연중무휴,"하계(3월-10월) : 05:00-22:00, 동계(11월-다음해 2월) : 06:00-22:00",Y,N,Y,Y,N
강남축구공원제2축구장,레저/체육/공원,강원도,37.74338165,128.90653,033-640-4552,www.gn.go.kr/gaf/sub02_03_01.do,연중무휴,"3월-10월 05:00-22:00, 11월-2월 06:00-22:00",Y,N,Y,Y,N
강남축구공원제3축구장,레저/체육/공원,강원도,37.74338165,128.90653,033-640-4552,www.gn.go.kr/gaf/sub02_03_01.do,연중무휴,"3월-10월 05:00-22:00, 11월-2월 06:00-22:00",Y,N,Y,Y,N
강남카누클럽,레저/체육/공원,서울특별시,37.5270468,127.079441,02-457-4757,cafe.daum.net/gangnamcanoe/,연중무휴,09:00-19:00,N,N,N,N,N
강남KPOP전용관,전시/공연,서울특별시,37.5062489,127.066848,0507-1428-5578,grandhill.co.kr/,정보없음,정보없음,Y,Y,Y,Y,Y
강동몽돌해수욕장,문화관광/명소,울산광역시,35.63171093,129.429028,,정보없음,정보없음,정보없음,Y,Y,Y,Y,N
강동아트센터,전시/공연,서울특별시,37.55122046,127.157343,02-440-0500,www.gdfac.or.kr/web/index.do,정보없음,09:00-18:00,Y,Y,Y,N,Y
강동축구장,레저/체육/공원,울산광역시,35.58978593,129.458191,,정보없음,정보없음,정보없음,N,N,N,Y,N
강동허브단지,문화관광/명소,서울특별시,37.5364816,127.150962,02-3425-5000,정보없음,연중무휴,상시개방,Y,N,N,Y,N
강릉고려성,문화관광/명소,강원도,37.70797868,129.007615,033-640-5118,https://url.kr/el1q9c,연중무휴,상시개방,N,N,N,Y,N
강릉남대천체육공원리틀야구장,레저/체육/공원,강원도,37.77037155,128.933381,033-660-3355,www.gn.go.kr/gaf/sub02_04_02.do,연중무휴,"하계(3월-10월) : 05:00-22:00, 동계(11월-다음해 2월) : 06:00-22:00",Y,N,Y,Y,N
강릉남대천체육공원축구장,레저/체육/공원,강원도,37.77036206,128.929306,033-660-3351,정보없음,공휴일,오전05:00-오후22:00 (주말:05:00-22:00),Y,N,Y,Y,N
강릉농악전수교육관,전시/공연,강원도,37.77367947,128.898418,033-642-4470,www.gn.go.kr/www/contents.do?key=675,정보없음,정보없음,Y,N,Y,Y,N
강릉단오제전수교육관,전시/공연,강원도,37.74820182,128.895041,033-660-3940,www.gn.go.kr/dano/index.do,공휴일,매일 09:00-18:00,Y,Y,Y,Y,Y
강릉대공산성,문화관광/명소,강원도,37.75486047,128.771009,033-640-5118,https://url.kr/fpw254,연중무휴,상시개방,N,N,N,Y,N
강릉사천요트장,레저/체육/공원,강원도,37.83483808,128.875452,033-640-5988,정보없음,정보없음,정보없음,N,N,N,Y,N
강릉선교장민속자료전시관,전시/공연,강원도,37.7872994,128.884542,033-646-3270,knsgj.net/contact,정보없음,"하절기 03월-10월,매일 09:00-18:00,동절기 11월-02월,매일 09:00-17:00",N,N,Y,Y,N
강릉선교장전통가구박물관,전시/공연,강원도,37.84932552,128.788164,033-646-3270,정보없음,매주 월요일,9:00-18:00,N,N,Y,Y,N
강릉선교장전통문화체험관,전시/공연,강원도,37.7872994,128.884542,033-646-3270,www.knsgj.net/,정보없음,"하절기 09:00-18:00, 동절기 09:00-17:00",N,N,Y,Y,N
강릉솔향수목원,문화관광/명소,강원도,37.69786314,128.861714,033-660-2322,www.gn.go.kr/solhyang/index.do,매주 월요일,정보없음,Y,Y,Y,Y,Y
강릉시립미술관,전시/공연,강원도,37.76055167,128.890841,033-640-4271,www.gn.go.kr/mu/index.do,"매주 월요일, 공휴일",09:00-18:00,Y,Y,Y,Y,Y
강릉시숲사랑홍보관,전시/공연,강원도,37.81715301,128.851319,033-640-4852,gtdc.or.kr/dzSmart/plug/travel/Theme/lovingforest.do,"매주 월요일, 공휴일",09:00∼18:00 (17:00까지 입장 가능),Y,Y,Y,Y,N
강릉시숲사랑홍보관영상체험관,전시/공연,강원도,37.81715301,128.851319,033-644-4852,정보없음,매주 월요일,09:00∼18:00(17:00까지 입장 가능),Y,Y,Y,Y,N
강릉아트센터,전시/공연,강원도,37.77164458,128.895401,033-660-6800,www.gn.go.kr/artscenter,정보없음,09:00-18:00,Y,Y,Y,Y,Y
강릉아트센터문화예술관,전시/공연,강원도,37.77164458,128.895401,033-660-6800,www.gn.go.kr/artscenter/index.do,정보없음,09:00-18:00,Y,Y,Y,Y,Y
강릉올림픽뮤지엄,전시/공연,강원도,37.77929798,128.897088,033-651-0804,정보없음,매주 월요일,"10:00-17:00, 휴게시간 12:00-13:00, 입장마감 11:30, 16:30",Y,Y,Y,N,Y
강릉올림픽파크,레저/체육/공원,강원도,37.77868247,128.900021,033-350-3911,www.gn.go.kr/olympicpark/index.do,정보없음,정보없음,Y,N,Y,Y,N
강릉원주대학교강릉캠퍼스박물관,전시/공연,강원도,37.76569493,128.870005,033-640-2596,정보없음,"매주 토요일, 일요일, 공휴일",09:00-18:00,Y,Y,Y,Y,N
강릉임해자연휴양림,문화관광/명소,강원도,37.71856556,128.998545,033-644-9483,https://url.kr/wq3ul7,연중무휴,00:00-24:00,Y,Y,Y,Y,N
강릉종합운동장,레저/체육/공원,강원도,37.77367947,128.898418,033-647-2004,www.gn.go.kr/gaf/sub02_02_01.do,정보없음,"하계(3월-10월) : 05:00-22:00, 동계(11월-다음해 2월) : 06:00-22:00",Y,N,Y,Y,N
강릉커피박물관,전시/공연,강원도,37.65223553,128.784661,070-8888-0077,www.cupper.kr/,정보없음,오전10시-오후7시 ( 오후6시 입장마감 / 연중무휴 ),N,N,N,N,N
강릉통일공원,문화관광/명소,강원도,37.71840436,129.004494,033-640-4469,https://url.kr/lcitoh,연중무휴,"하절기 (03월-10월) : 09:00-17:30,동절기 (11월-02월) : 09:00-16:30",Y,Y,Y,Y,Y
강릉항요트마리나,레저/체육/공원,강원도,37.77236822,128.951036,070-8816-6543,www.gn.go.kr/tour/prog/lod/Sights/S03/sub02_04_01/view.do?cid=112,연중무휴,상시이용가능,Y,N,Y,Y,N
강림서당,문화관광/명소,경상북도,35.70066064,128.919506,,정보없음,정보없음,정보없음,N,N,N,N,N
강문해수욕장,문화관광/명소,강원도,37.78964888,128.92123,033-660-3865,https://url.kr/iwvrjc,연중무휴,상시개방,Y,Y,Y,Y,N
강문화전시관,전시/공연,경상북도,36.56378393,128.304509,054-650-6799,www.ycg.kr/open.content/samgang/?hl=ko,매주 월요일,"4월-10월(하절기)-10:00-17:30,11월-3월(동절기)-10:00-17:00",Y,Y,Y,Y,Y
강민호야구장,레저/체육/공원,경상남도,35.30173083,128.989595,055-379-8692,www.yssisul.or.kr/stms/ys,정보없음,"하절기(4월-9월) 08:00-18:00, 동절기(10월-3월), 체육시설 07:00-19:00",Y,Y,Y,Y,N
강변리틀야구장,레저/체육/공원,대구광역시,35.90809689,128.587949,053-803-8323,https://url.kr/nbdx5f,정보없음,05:00-23:00,Y,N,N,Y,N
강변와인밸리,문화관광/명소,경기도,37.74347669,127.510626,,정보없음,정보없음,정보없음,N,N,N,N,N
강변유원지,문화관광/명소,경기도,37.29383569,127.663774,031-887-2604,정보없음,연중무휴,매일 00:00-24:00,Y,N,Y,Y,Y
강변축구장,레저/체육/공원,대구광역시,35.90809689,128.587949,,정보없음,정보없음,정보없음,N,N,N,N,N
강북공설운동장,레저/체육/공원,강원도,37.87285253,128.834888,033-660-3417,www.gn.go.kr/gaf/sub02_05_02.do,연중무휴,매일 09:00-18:00,Y,N,Y,Y,N
강북구민운동장,레저/체육/공원,서울특별시,37.62942638,127.037989,02-987-6893,www.gbcmc.or.kr/fmcs/76,연중무휴,"개방시간 : 06:00-22:00(연중무휴), 대관시간 : 06:00-22:00",Y,Y,Y,Y,N
강북구민운동장축구장,레저/체육/공원,서울특별시,37.62942638,127.037989,02-987-6893,www.gbcmc.or.kr/fmcs/76,연중무휴,"개방시간 : 06:00-22:00(연중무휴), 대관시간 : 06:00-22:00",Y,Y,Y,Y,N
강북문화예술회관,전시/공연,서울특별시,37.64098979,127.013878,02-944-3060,www.gbcmc.or.kr/fmcs/25,매월 둘째주 넷째주 일요일 및 법정 국·공휴일,"평일 06:00-22:00, 주말 06:00-18:00",Y,Y,Y,Y,Y
강북솔밭국악당,전시/공연,서울특별시,37.65469703,127.012711,,sbkukak.modoo.at/?link=9usj27u8,정보없음,매일 9:00-22:00,Y,Y,Y,Y,Y
강산타일전시장,전시/공연,대구광역시,35.8495526,128.616987,053-768-9007,정보없음,"매달 1, 3번째 일요일 정기 휴무","평일 08:30-18:00, 토08:30-15:00",N,N,N,N,N
강서다목적운동장,레저/체육/공원,부산광역시,35.19550632,128.966267,051-310-6022,https://url.kr/4eistn,연중무휴,상시개방,N,Y,Y,Y,N
강서대,문화관광/명소,충청북도,36.84828875,128.141103,,정보없음,정보없음,정보없음,N,N,N,N,N
강서문화원,전시/공연,서울특별시,37.5446931,126.843755,02-2692-4267,정보없음,정보없음,정보없음,Y,Y,N,Y,Y
강서천문우주과학관(2022년10월예정),전시/공연,서울특별시,37.58087532,126.814464,,정보없음,정보없음,정보없음,N,N,N,N,N
강서체육공원,레저/체육/공원,부산광역시,35.21095917,128.972212,051-970-1200,www.busan.go.kr/stadium/sfstadiumgsintro,연중무휴,상시개방,Y,Y,Y,Y,Y
강서체육공원양궁경기장,레저/체육/공원,부산광역시,35.21095917,128.972212,051-970-1200,https://url.kr/lyz1wj,매주 월요일,09:00-18:00,N,Y,Y,Y,N
강서체육공원축구장,레저/체육/공원,부산광역시,35.21095917,128.972212,051-970-1217,www.busan.go.kr/stadium/sfstadiumgsfootball,매주 월요일,"체육시설마다 다름, 별도 문의",Y,Y,Y,Y,Y
강서체육공원하키경기장,레저/체육/공원,부산광역시,35.21095917,128.972212,051-970-1200,www.busan.go.kr/stadium/sfstadiumgshockey,매주 월요일,09시-18시,N,Y,Y,Y,N
강서하나로마트문화센터,전시/공연,서울특별시,37.57679087,126.812197,02-2669-6100,https://url.kr/gtkizu,정보없음,정보없음,Y,N,Y,Y,Y
강서한강공원,레저/체육/공원,서울특별시,37.5867642,126.817173,02-3780-0621,hangang.seoul.go.kr/archives/46788,연중무휴,00:00-24:00,Y,Y,Y,Y,Y
강선달미감쾌청문화센터,문화관광/명소,전라북도,35.44292612,126.440197,063-563-6337,정보없음,정보없음,정보없음,N,N,N,N,N
강씨봉자연휴양림,문화관광/명소,경기도,37.96989302,127.408329,031-8008-6611,https://url.kr/yo4kjx,매주 화요일,정보없음,Y,N,Y,Y,N
강암서예관,전시/공연,전라북도,35.81128084,127.152475,063-285-7442,www.gangamseoye.com,공휴일,09:00-18:00,N,N,N,Y,N
강암서예학술재단,전시/공연,전라북도,35.81127063,127.152705,063-287-5353,정보없음,매주 월요일,정보없음,N,N,N,N,N
강욱순골프아카데미,레저/체육/공원,경기도,37.29451294,126.790337,031-495-1900,www.kwssports.net/,정보없음,시설별 상이,Y,N,Y,Y,Y
강원교육과학정보제2수리과학정보체험센터,전시/공연,강원도,37.87126029,127.73933,033-243-9065,정보없음,정보없음,정보없음,Y,Y,Y,Y,Y
강원국악예술회관,전시/공연,강원도,37.87224853,127.701428,033-251-3407,www.provin.gangwon.kr/gw/art,정보없음,정보없음,Y,N,Y,Y,Y
강원농원전시관,전시/공연,경기도,37.91814629,127.004679,,정보없음,정보없음,정보없음,N,N,N,N,N
강원대학교춘천캠퍼스중앙박물관,전시/공연,강원도,37.86802431,127.748387,033-250-8076,museum.kangwon.ac.kr/,"매주 토요일, 일요일, 공휴일",월-금 10:00-17:00,Y,Y,Y,Y,N
강원도농산물원종장동산별관,전시/공연,강원도,37.74071322,127.796989,033-248-6184,정보없음,정보없음,정보없음,N,N,N,N,N
강원도립화목원,문화관광/명소,강원도,37.92264687,127.72516,033-248-6685,gwpa.kr,"매월 첫번째 월요일(공휴일인 경운 그 다음날 휴원),1월1일 ,설날,추석","하절기(03-10월): 9:00-18:00,동절기(11-02월): 9:00-17:00",Y,Y,Y,Y,Y
강원도산림박물관,전시/공연,강원도,37.92264687,127.72516,033-248-6685,www.gwpa.kr/Home/index,"매주 월요일, 공휴일","하절기(03-10월): 9:00-18:00,동절기(11-02월): 9:00-17:00",Y,Y,Y,Y,Y
강원도요트협회,레저/체육/공원,강원도,38.07688762,128.674776,033-671-4152,gwsf.org/sub/sub.php?ct_id=3,정보없음,정보없음,Y,N,Y,Y,N
강원랜드,문화관광/명소,강원도,37.21187405,128.821454,1588-7789,정보없음,연중무휴,오전 10:00-익일 오전 06:00,Y,Y,Y,N,Y
강원랜드카지노,레저/체육/공원,강원도,37.21187405,128.821454,033-590-7077,www.high1.com/casino/index.do,정보없음,정보없음,Y,Y,Y,N,Y
